Year,Share.with.medical.debt.in.collections,Share.with.medical.debt.in.collections...Majority.White,Hospital.market.concentration..HHI.,Number.of.Closures.and.Mergers,Share.of.the.population.with.no.health.insurance.coverage,Share.of.non.elderly.adults.with.a.reported.disability,Average.household.income.in..2023,FIPS
2012,0.305,0.305,2611,0,0.207,0.188,61290,40115
2013,0.326,0.326,2734,0,0.205,0.183,60900,40115
2014,0.293,0.293,2600,0,0.193,0.175,59948,40115
2015,0.279,0.279,2527,0,0.188,0.164,59428,40115
2016,0.305,0.305,2621,0,0.178,0.167,60482,40115
2017,0.324,0.324,3135,0,0.169,0.169,61531,40115
2018,0.312,0.312,3232,0,0.167,0.177,62637,40115
2019,0.368,0.368,3275,0,0.171,0.188,63568,40115
2020,0.299,0.299,3332,0,0.175,0.195,62980,40115
2021,0.292,0.292,2823,0,0.178,0.198,63583,40115
2022,0.246,0.246,2855,0,0.172,0.201,63674,40115
2023,0.16,0.16,NA,NA,NA,NA,NA,40115
2011,0.293,0.293,1610,0,NA,NA,68689,40117
2012,0.333,0.333,1646,0,0.202,0.185,69080,40117
2013,0.322,0.322,1577,0,0.191,0.176,70345,40117
2014,0.328,0.328,1677,0,0.183,0.171,70396,40117
2015,0.326,0.326,1674,0,0.169,0.162,73854,40117
2016,0.352,0.352,1871,0,0.163,0.166,73734,40117
2017,0.328,0.328,2420,0,0.16,0.157,72122,40117
2018,0.361,0.361,2297,0,0.152,0.148,73970,40117
2019,0.361,0.361,2376,0,0.155,0.143,73838,40117
2020,0.286,0.286,2378,0,0.152,0.124,74865,40117
2021,0.298,0.298,2404,0,0.153,0.135,75263,40117
2022,0.24,0.24,2430,0,0.142,0.145,75848,40117
2023,0.112,0.112,NA,NA,NA,NA,NA,40117
2011,0.227,0.227,1607,0,NA,NA,69106,40119
2012,0.231,0.231,1643,0,0.144,0.094,69269,40119
2013,0.22,0.22,1575,0,0.141,0.088,69285,40119
2014,0.235,0.235,1675,0,0.145,0.091,70587,40119
2015,0.254,0.254,1672,0,0.136,0.09,70548,40119
2016,0.221,0.221,1868,0,0.127,0.091,72965,40119
2017,0.242,0.242,2414,0,0.125,0.092,72869,40119
2018,0.239,0.239,2292,0,0.121,0.092,73817,40119
2019,0.246,0.246,2370,0,0.117,0.095,73842,40119
2020,0.239,0.239,2373,0,0.125,0.1,72863,40119
2021,0.249,0.249,2399,0,0.121,0.108,70237,40119
2022,0.205,0.205,2425,0,0.119,0.107,69346,40119
2023,0.12,0.12,NA,NA,NA,NA,NA,40119
2011,0.213,0.213,1729,0,NA,NA,73862,40121
2012,0.216,0.216,1761,0,0.194,0.213,73167,40121
2013,0.316,0.316,1782,0,0.195,0.208,70743,40121
2014,0.358,0.358,1884,0,0.197,0.198,71279,40121
2015,0.372,0.372,1855,0,0.194,0.199,73470,40121
2016,0.359,0.359,2051,0,0.179,0.2,72202,40121
2017,0.332,0.332,2540,0,0.175,0.208,74360,40121
2018,0.332,0.332,2460,0,0.172,0.219,74065,40121
2019,0.304,0.304,2554,0,0.161,0.223,74783,40121
2020,0.299,0.299,2504,0,0.163,0.218,73994,40121
2021,0.262,0.262,2565,0,0.176,0.212,74396,40121
2022,0.199,0.199,2590,0,0.161,0.202,73615,40121
2023,0.091,0.091,NA,NA,NA,NA,NA,40121
2011,0.157,0.157,946,0,NA,NA,72478,40123
2012,0.141,0.141,1051,0,0.196,0.164,70476,40123
2013,0.152,0.152,1165,0,0.198,0.153,71606,40123
2014,0.166,0.166,1227,0,0.205,0.153,68422,40123
2015,0.165,0.165,1246,0,0.191,0.131,69896,40123
2016,0.15,0.15,1242,0,0.181,0.122,72420,40123
2017,0.188,0.188,1202,0,0.172,0.129,75431,40123
2018,0.17,0.17,1303,0,0.168,0.127,77022,40123
2019,0.153,0.153,1338,0,0.163,0.127,80008,40123
2020,0.108,0.108,1450,0,0.174,0.134,80391,40123
2021,0.126,0.126,1427,0,0.172,0.14,79942,40123
2022,0.106,0.106,1417,0,0.177,0.137,80129,40123
2023,0.054,0.054,NA,NA,NA,NA,NA,40123
2011,0.337,0.337,946,0,NA,NA,73085,40125
2012,0.328,0.328,1051,0,0.185,0.163,73155,40125
2013,0.349,0.349,1165,0,0.177,0.161,72164,40125
2014,0.354,0.354,1227,0,0.171,0.156,73331,40125
2015,0.33,0.33,1246,0,0.168,0.16,74801,40125
2016,0.298,0.298,1242,0,0.161,0.166,72239,40125
2017,0.308,0.308,1202,0,0.153,0.164,73718,40125
2018,0.32,0.32,1303,0,0.143,0.164,74334,40125
2019,0.294,0.294,1338,0,0.145,0.16,76295,40125
2020,0.31,0.31,1450,0,0.138,0.159,77512,40125
2021,0.302,0.302,1427,0,0.135,0.162,78361,40125
2022,0.264,0.264,1417,0,0.133,0.167,77293,40125
2023,0.161,0.161,NA,NA,NA,NA,NA,40125
2011,0.276,0.276,1028,0,NA,NA,51445,40127
2012,0.313,0.313,1121,0,0.284,0.3,51016,40127
2013,0.313,0.313,1225,0,0.273,0.275,54232,40127
2014,0.312,0.312,1291,0,0.251,0.277,58346,40127
2015,0.323,0.323,1304,0,0.233,0.271,62408,40127
2016,0.298,0.298,1322,0,0.2,0.258,66679,40127
2017,0.297,0.297,1333,0,0.189,0.252,67832,40127
2018,0.271,0.271,1414,0,0.179,0.238,69103,40127
2019,0.293,0.293,1456,0,0.184,0.246,65390,40127
2020,0.259,0.259,1546,0,0.195,0.235,61024,40127
2021,0.29,0.29,1534,0,0.21,0.254,60379,40127
2022,0.243,0.243,1530,0,0.217,0.261,57244,40127
2023,0.167,0.167,NA,NA,NA,NA,NA,40127
2011,0.194,0.194,964,0,NA,NA,102091,40129
2012,0.206,0.206,1069,0,0.14,0.135,97820,40129
2013,0.281,0.281,1180,0,0.114,0.122,95612,40129
2014,0.355,0.355,1243,0,0.143,0.115,87725,40129
2015,0.383,0.383,1266,0,0.126,0.1,86514,40129
2016,0.359,0.359,1265,0,0.114,0.101,89770,40129
2017,0.308,0.308,1224,0,0.124,0.095,90071,40129
2018,0.305,0.305,1325,0,0.146,0.136,83235,40129
2019,0.302,0.302,1360,0,0.133,0.115,95027,40129
2020,0.281,0.281,1467,0,0.136,0.124,102957,40129
2021,0.269,0.269,1442,0,0.141,0.155,102166,40129
2022,0.266,0.266,1434,0,0.128,0.159,102578,40129
2023,0.187,0.187,NA,NA,NA,NA,NA,40129
2011,0.212,0.214,1610,0,NA,NA,94905,40131
2012,0.223,0.225,1646,0,0.14,0.124,94322,40131
2013,0.219,0.221,1577,0,0.139,0.129,94781,40131
2014,0.214,0.216,1677,0,0.131,0.134,93184,40131
2015,0.227,0.228,1674,0,0.126,0.134,95053,40131
2016,0.216,0.218,1871,0,0.121,0.129,96883,40131
2017,0.211,0.211,2420,0,0.115,0.126,97201,40131
2018,0.209,0.211,2297,0,0.109,0.125,98053,40131
2019,0.215,0.215,2376,0,0.108,0.127,100071,40131
2020,0.162,0.162,2378,0,0.11,0.137,99888,40131
2021,0.191,0.192,2404,0,0.119,0.147,100387,40131
2022,0.166,0.167,2430,0,0.118,0.147,100418,40131
2023,0.065,0.065,NA,NA,NA,NA,NA,40131
2011,0.28,0.28,946,0,NA,NA,63480,40133
2012,0.307,0.307,1051,0,0.216,0.202,62780,40133
2013,0.325,0.325,1165,0,0.223,0.2,62106,40133
2014,0.35,0.35,1227,0,0.226,0.199,63322,40133
2015,0.323,0.323,1246,0,0.219,0.196,64939,40133
2016,0.293,0.293,1242,0,0.213,0.193,64204,40133
2017,0.321,0.321,1202,0,0.203,0.204,63302,40133
2018,0.301,0.301,1303,0,0.196,0.205,63602,40133
2019,0.271,0.271,1338,0,0.194,0.223,62889,40133
2020,0.254,0.254,1450,0,0.209,0.224,60422,40133
2021,0.293,0.293,1427,0,0.214,0.223,59791,40133
2022,0.26,0.26,1417,0,0.205,0.223,60260,40133
2023,0.186,0.186,NA,NA,NA,NA,NA,40133
2011,0.406,0.408,2610,0,NA,NA,67414,40135
2012,0.401,0.402,2617,0,0.229,0.216,63700,40135
2013,0.402,0.404,3304,0,0.238,0.226,60936,40135
2014,0.37,0.369,3419,0,0.24,0.233,61614,40135
2015,0.342,0.343,3196,0,0.226,0.237,60063,40135
2016,0.314,0.313,3387,0,0.222,0.24,60413,40135
2017,0.313,0.312,3442,0,0.207,0.236,61293,40135
2018,0.305,0.305,3681,0,0.19,0.214,61976,40135
2019,0.306,0.305,3879,0,0.19,0.204,62417,40135
2020,0.262,0.262,3442,0,0.202,0.211,63163,40135
2021,0.275,0.275,3771,0,0.198,0.218,63796,40135
2022,0.23,0.23,3787,0,0.188,0.209,64869,40135
2023,0.151,0.152,NA,NA,NA,NA,NA,40135
2011,0.269,0.269,3281,0,NA,NA,76819,40137
2012,0.294,0.294,3267,0,0.169,0.162,75386,40137
2013,0.293,0.293,3298,0,0.17,0.166,74520,40137
2014,0.276,0.276,3328,0,0.163,0.164,74453,40137
2015,0.296,0.296,3427,0,0.15,0.173,76760,40137
2016,0.254,0.254,3463,0,0.151,0.181,76434,40137
2017,0.301,0.301,3570,0,0.141,0.183,77204,40137
2018,0.274,0.274,3600,0,0.137,0.185,76236,40137
2019,0.269,0.27,3854,0,0.135,0.188,75890,40137
2020,0.282,0.282,4158,0,0.147,0.181,76624,40137
2021,0.274,0.275,3870,0,0.145,0.182,77789,40137
2022,0.242,0.242,3922,0,0.142,0.182,78710,40137
2023,0.134,0.134,NA,NA,NA,NA,NA,40137
2011,0.321,0.264,1644,0,NA,NA,83962,40139
2012,0.344,0.303,1743,0,0.215,0.085,83188,40139
2013,0.338,0.33,1691,0,0.221,0.081,83210,40139
2014,0.356,0.333,1805,0,0.202,0.075,82359,40139
2015,0.355,0.339,2017,0,0.202,0.06,76206,40139
2016,0.373,0.38,2105,0,0.163,0.063,78050,40139
2017,0.339,0.359,2058,0,0.158,0.057,76857,40139
2018,0.323,0.347,2141,0,0.157,0.051,73515,40139
2019,0.3,0.304,2133,0,0.189,0.058,72473,40139
2020,0.28,0.274,2059,0,0.169,0.066,70388,40139
2021,0.295,0.275,1965,0,0.173,0.089,66470,40139
2022,0.239,0.169,1982,0,0.183,0.105,66913,40139
2023,0.089,0.063,NA,NA,NA,NA,NA,40139
2011,0.308,0.308,2961,0,NA,NA,58943,40141
2012,0.319,0.319,2964,0,0.167,0.189,59104,40141
2013,0.264,0.264,3005,0,0.157,0.188,59642,40141
2014,0.256,0.256,3042,0,0.168,0.165,60526,40141
2015,0.275,0.275,3130,0,0.172,0.17,63316,40141
2016,0.229,0.229,3160,1,0.166,0.151,64533,40141
2017,0.297,0.297,3250,0,0.154,0.168,68568,40141
2018,0.304,0.304,3282,0,0.157,0.158,67422,40141
2019,0.359,0.359,3509,0,0.153,0.187,67401,40141
2020,0.404,0.404,3788,0,0.149,0.203,61076,40141
2021,0.318,0.318,3539,0,0.14,0.195,60738,40141
2022,0.305,0.305,3583,0,0.133,0.216,61591,40141
2023,0.205,0.205,NA,NA,NA,NA,NA,40141
2011,0.248,0.207,1610,0,NA,NA,90854,40143
2012,0.27,0.232,1646,0,0.187,0.123,89564,40143
2013,0.262,0.221,1577,0,0.185,0.12,89216,40143
2014,0.265,0.229,1677,0,0.176,0.12,88993,40143
2015,0.27,0.233,1674,0,0.166,0.12,90219,40143
2016,0.266,0.229,1871,0,0.157,0.121,91074,40143
2017,0.229,0.199,2420,0,0.147,0.123,92064,40143
2018,0.235,0.208,2297,0,0.14,0.125,93491,40143
2019,0.251,0.218,2376,0,0.14,0.122,95241,40143
2020,0.181,0.157,2378,0,0.141,0.123,98233,40143
2021,0.217,0.19,2404,1,0.142,0.122,97454,40143
2022,0.176,0.154,2430,0,0.139,0.122,97932,40143
2023,0.066,0.058,NA,NA,NA,NA,NA,40143
2011,0.202,0.201,1610,0,NA,NA,91937,40145
2012,0.216,0.216,1646,0,0.152,0.147,89353,40145
2013,0.215,0.215,1577,0,0.162,0.15,87894,40145
2014,0.219,0.219,1677,0,0.154,0.146,87693,40145
2015,0.223,0.223,1674,0,0.14,0.146,87849,40145
2016,0.22,0.22,1871,0,0.132,0.139,88713,40145
2017,0.196,0.196,2420,0,0.123,0.142,90069,40145
2018,0.198,0.198,2297,0,0.114,0.146,90792,40145
2019,0.198,0.198,2376,0,0.114,0.146,91991,40145
2020,0.132,0.132,2378,0,0.122,0.152,93577,40145
2021,0.159,0.158,2404,0,0.125,0.157,96148,40145
2022,0.13,0.129,2430,0,0.116,0.153,97137,40145
2023,0.05,0.05,NA,NA,NA,NA,NA,40145
2011,0.22,0.22,1610,0,NA,NA,88985,40147
2012,0.253,0.253,1646,0,0.156,0.152,85250,40147
2013,0.218,0.218,1577,0,0.161,0.141,84020,40147
2014,0.23,0.23,1677,0,0.153,0.143,85027,40147
2015,0.236,0.236,1674,0,0.154,0.134,87578,40147
2016,0.236,0.236,1871,0,0.151,0.129,87367,40147
2017,0.212,0.212,2420,0,0.142,0.132,87606,40147
2018,0.264,0.264,2297,0,0.134,0.133,89838,40147
2019,0.259,0.259,2376,0,0.136,0.128,90304,40147
2020,0.13,0.13,2378,0,0.131,0.142,89334,40147
2021,0.202,0.202,2404,0,0.13,0.144,86480,40147
2022,0.174,0.174,2430,0,0.123,0.159,87636,40147
2023,0.055,0.055,NA,NA,NA,NA,NA,40147
2011,0.273,0.273,957,0,NA,NA,75630,40149
2012,0.279,0.281,1061,0,0.179,0.159,76673,40149
2013,0.323,0.323,1175,0,0.165,0.141,77979,40149
2014,0.304,0.304,1236,0,0.148,0.128,78208,40149
2015,0.296,0.296,1255,0,0.121,0.112,81839,40149
2016,0.306,0.306,1252,0,0.11,0.104,78890,40149
2017,0.355,0.355,1212,0,0.104,0.107,81766,40149
2018,0.31,0.31,1313,0,0.112,0.111,79953,40149
2019,0.319,0.319,1349,0,0.122,0.137,78273,40149
2020,0.338,0.338,1462,0,0.139,0.158,80368,40149
2021,0.33,0.33,1437,0,0.146,0.184,79654,40149
2022,0.293,0.293,1428,0,0.137,0.182,80646,40149
2023,0.163,0.163,NA,NA,NA,NA,NA,40149
2011,0.211,0.211,939,0,NA,NA,74962,40151
2012,0.161,0.161,1042,0,0.112,0.106,75468,40151
2013,0.199,0.193,1152,0,0.114,0.107,83514,40151
2014,0.213,0.214,1211,0,0.125,0.119,82468,40151
2015,0.239,0.241,1231,0,0.119,0.097,86998,40151
2016,0.259,0.26,1227,0,0.12,0.12,90466,40151
2017,0.264,0.266,1189,0,0.116,0.135,89698,40151
2018,0.267,0.269,1287,0,0.123,0.146,83770,40151
2019,0.237,0.237,1321,0,0.111,0.155,81557,40151
2020,0.248,0.248,1429,0,0.099,0.146,79872,40151
2021,0.173,0.173,1405,0,0.089,0.146,81699,40151
2022,0.179,0.179,1396,0,0.097,0.134,76522,40151
2023,0.092,0.092,NA,NA,NA,NA,NA,40151
2011,0.298,0.298,946,0,NA,NA,85489,40153
2012,0.304,0.304,1051,0,0.15,0.115,87242,40153
2013,0.316,0.316,1165,0,0.142,0.112,84745,40153
2014,0.278,0.278,1227,0,0.129,0.111,88325,40153
2015,0.299,0.299,1246,0,0.094,0.102,89713,40153
2016,0.336,0.336,1242,0,0.093,0.101,93923,40153
2017,0.307,0.307,1202,0,0.11,0.128,91808,40153
2018,0.313,0.313,1303,0,0.109,0.132,92046,40153
2019,0.298,0.298,1338,0,0.118,0.136,91954,40153
2020,0.243,0.243,1450,0,0.141,0.153,85559,40153
2021,0.248,0.248,1427,0,0.157,0.16,83013,40153
2022,0.215,0.215,1417,0,0.161,0.138,84833,40153
2023,0.096,0.096,NA,NA,NA,NA,NA,40153
2011,0.181,0.181,4700,0,NA,NA,68601,41001
2012,0.194,0.194,4694,0,0.162,0.151,68864,41001
2013,0.209,0.209,4705,0,0.144,0.152,67053,41001
2014,0.209,0.209,4600,0,0.122,0.173,67459,41001
2015,0.227,0.227,4719,0,0.111,0.17,68904,41001
2016,0.22,0.22,4823,0,0.106,0.174,70097,41001
2017,0.193,0.193,4698,0,0.092,0.177,71484,41001
2018,0.192,0.192,4818,0,0.082,0.186,71572,41001
2019,0.183,0.183,4552,0,0.084,0.185,76105,41001
2020,0.148,0.148,4400,0,0.079,0.188,76843,41001
2021,0.129,0.129,4417,0,0.069,0.182,75758,41001
2022,0.113,0.113,4709,0,0.062,0.183,77471,41001
2023,0.026,0.026,NA,NA,NA,NA,NA,41001
2011,0.092,0.092,2600,0,NA,NA,88601,41003
2012,0.107,0.107,2502,0,0.118,0.076,89326,41003
2013,0.104,0.104,2530,0,0.111,0.076,86899,41003
2014,0.094,0.094,2481,0,0.1,0.079,87677,41003
2015,0.093,0.093,2392,0,0.084,0.075,88849,41003
2016,0.088,0.088,2371,0,0.078,0.077,91334,41003
2017,0.08,0.08,2343,0,0.063,0.077,94843,41003
2018,0.075,0.075,2357,0,0.056,0.082,97728,41003
2019,0.031,0.031,2381,0,0.051,0.082,100202,41003
2020,0.044,0.044,2308,0,0.053,0.09,102763,41003
2021,0.041,0.041,2423,0,0.052,0.092,103418,41003
2022,0.029,0.029,2369,0,0.053,0.094,101985,41003
2023,0.009,0.009,NA,NA,NA,NA,NA,41003
2011,0.123,0.123,1515,0,NA,NA,112286,41005
2012,0.133,0.133,1489,0,0.121,0.089,109625,41005
2013,0.138,0.138,1444,0,0.121,0.09,109704,41005
2014,0.14,0.139,1418,0,0.111,0.093,108826,41005
2015,0.131,0.13,1467,0,0.096,0.093,111655,41005
2016,0.116,0.116,1568,0,0.081,0.091,115087,41005
2017,0.092,0.092,1540,0,0.068,0.091,119100,41005
2018,0.079,0.079,1379,0,0.056,0.089,123299,41005
2019,0.059,0.059,1536,0,0.053,0.089,126592,41005
2020,0.049,0.049,1563,0,0.055,0.092,128697,41005
2021,0.048,0.048,1512,0,0.055,0.093,130624,41005
2022,0.036,0.036,1531,0,0.053,0.101,131935,41005
2023,0.013,0.013,NA,NA,NA,NA,NA,41005
2011,0.165,0.164,1515,0,NA,NA,78365,41007
2012,0.194,0.193,1489,0,0.196,0.158,77589,41007
2013,0.208,0.206,1444,0,0.187,0.168,78271,41007
2014,0.213,0.213,1418,0,0.161,0.176,78656,41007
2015,0.21,0.21,1467,0,0.138,0.186,78322,41007
2016,0.202,0.202,1568,0,0.112,0.182,79086,41007
2017,0.183,0.183,1540,0,0.096,0.17,80690,41007
2018,0.163,0.163,1379,0,0.087,0.159,81854,41007
2019,0.078,0.078,1536,0,0.081,0.154,83297,41007
2020,0.091,0.091,1563,0,0.083,0.155,86980,41007
2021,0.065,0.065,1512,0,0.086,0.157,89736,41007
2022,0.052,0.052,1531,0,0.084,0.169,90158,41007
2023,0.03,0.03,NA,NA,NA,NA,NA,41007
2011,0.139,0.139,1515,0,NA,NA,87355,41009
2012,0.147,0.147,1489,0,0.125,0.125,88241,41009
2013,0.154,0.154,1444,0,0.13,0.116,87285,41009
2014,0.165,0.165,1418,0,0.118,0.129,86632,41009
2015,0.161,0.161,1467,0,0.108,0.137,85014,41009
2016,0.136,0.136,1568,0,0.096,0.136,88368,41009
2017,0.104,0.104,1540,0,0.08,0.143,89305,41009
2018,0.091,0.091,1379,0,0.059,0.156,90326,41009
2019,0.067,0.067,1536,0,0.055,0.151,96365,41009
2020,0.061,0.061,1563,0,0.049,0.147,97829,41009
2021,0.051,0.051,1512,0,0.053,0.145,99576,41009
2022,0.047,0.047,1531,0,0.051,0.145,102557,41009
2023,0.013,0.013,NA,NA,NA,NA,NA,41009
2011,0.128,0.128,2588,0,NA,NA,66942,41011
2012,0.155,0.155,2489,0,0.17,0.198,66887,41011
2013,0.169,0.169,2516,0,0.172,0.193,66897,41011
2014,0.166,0.166,2467,0,0.143,0.208,68360,41011
2015,0.173,0.173,2379,0,0.138,0.197,67028,41011
2016,0.166,0.166,2357,0,0.125,0.197,69963,41011
2017,0.141,0.141,2329,0,0.101,0.186,72672,41011
2018,0.128,0.128,2344,0,0.078,0.185,73304,41011
2019,0.074,0.074,2368,0,0.069,0.195,74106,41011
2020,0.098,0.098,2295,0,0.069,0.19,79938,41011
2021,0.068,0.068,2410,0,0.07,0.196,80906,41011
2022,0.047,0.047,2356,0,0.064,0.191,79453,41011
2023,0.016,0.016,NA,NA,NA,NA,NA,41011
2011,0.161,0.161,8685,0,NA,NA,72019,41013
2012,0.167,0.167,8286,0,0.16,0.163,64829,41013
2013,0.166,0.166,8135,0,0.155,0.186,63664,41013
2014,0.187,0.187,8379,0,0.154,0.194,60875,41013
2015,0.184,0.184,8212,0,0.128,0.193,64140,41013
2016,0.167,0.167,8383,0,0.105,0.191,65933,41013
2017,0.14,0.14,8276,0,0.084,0.179,70434,41013
2018,0.127,0.127,8379,0,0.078,0.183,72568,41013
2019,0.044,0.044,8772,0,0.07,0.171,76802,41013
2020,0.091,0.091,8749,0,0.07,0.161,82658,41013
2021,0.064,0.064,8562,0,0.076,0.145,90141,41013
2022,0.064,0.064,8469,0,0.075,0.146,96686,41013
2023,0.022,0.021,NA,NA,NA,NA,NA,41013
2011,0.154,0.154,2524,0,NA,NA,69118,41015
2012,0.163,0.163,2959,0,0.195,0.217,65470,41015
2013,0.185,0.185,3036,0,0.168,0.218,66249,41015
2014,0.183,0.183,3019,0,0.142,0.203,65639,41015
2015,0.19,0.19,2998,0,0.122,0.208,65968,41015
2016,0.156,0.156,2975,0,0.1,0.201,65474,41015
2017,0.133,0.133,2909,0,0.074,0.169,69254,41015
2018,0.117,0.117,2745,0,0.066,0.163,72124,41015
2019,0.091,0.091,2674,0,0.061,0.192,74667,41015
2020,0.092,0.092,2702,0,0.065,0.168,80223,41015
2021,0.052,0.052,2695,0,0.065,0.189,83872,41015
2022,0.036,0.036,3085,0,0.053,0.194,85101,41015
2023,0.023,0.023,NA,NA,NA,NA,NA,41015
2011,0.158,0.158,8685,0,NA,NA,91867,41017
2012,0.167,0.167,8286,0,0.172,0.098,89672,41017
2013,0.168,0.168,8135,0,0.18,0.104,87534,41017
2014,0.159,0.159,8379,0,0.167,0.105,87636,41017
2015,0.148,0.148,8212,0,0.144,0.099,90955,41017
2016,0.135,0.135,8383,0,0.131,0.102,93435,41017
2017,0.103,0.103,8276,0,0.107,0.105,95700,41017
2018,0.086,0.086,8379,0,0.086,0.101,101033,41017
2019,0.045,0.045,8772,0,0.076,0.1,103354,41017
2020,0.064,0.064,8749,0,0.073,0.093,108683,41017
2021,0.053,0.053,8562,0,0.073,0.097,111334,41017
2022,0.048,0.048,8469,1,0.071,0.094,117170,41017
2023,0.014,0.014,NA,NA,NA,NA,NA,41017
2011,0.193,0.193,2586,0,NA,NA,69634,41019
2012,0.203,0.203,2501,0,0.165,0.186,68203,41019
2013,0.212,0.212,2529,0,0.163,0.182,67998,41019
2014,0.208,0.208,2481,0,0.143,0.179,67212,41019
2015,0.189,0.189,2394,0,0.119,0.189,68809,41019
2016,0.161,0.161,2372,0,0.097,0.182,71050,41019
2017,0.145,0.145,2343,0,0.079,0.18,73700,41019
2018,0.127,0.127,2354,0,0.065,0.18,73542,41019
2019,0.103,0.103,2375,0,0.063,0.178,75135,41019
2020,0.099,0.099,2305,0,0.061,0.164,76750,41019
2021,0.09,0.09,2417,0,0.062,0.174,75909,41019
2022,0.056,0.056,2374,0,0.058,0.174,77561,41019
2023,0.024,0.024,NA,NA,NA,NA,NA,41019
2011,NA,NA,1523,0,NA,NA,72260,41021
2012,NA,NA,1496,0,0.196,0.18,73925,41021
2013,NA,NA,1451,0,0.188,0.184,71322,41021
2014,NA,NA,1425,0,0.174,0.136,76601,41021
2015,NA,NA,1473,0,0.176,0.166,72732,41021
2016,NA,NA,1575,0,0.149,0.168,70883,41021
2017,NA,NA,1547,0,0.108,0.15,68909,41021
2018,NA,NA,1386,0,0.093,0.155,68376,41021
2019,NA,NA,1543,0,0.07,0.15,68613,41021
2020,NA,NA,1570,0,0.051,0.102,63788,41021
2021,0.056,0.056,1519,0,0.041,0.088,69756,41021
2022,0.034,0.034,1538,0,0.059,0.084,77092,41021
2023,0.017,0.017,NA,NA,NA,NA,NA,41021
2011,0.099,0.099,8675,0,NA,NA,65801,41023
2012,0.106,0.106,8277,0,0.164,0.162,66335,41023
2013,0.13,0.13,8126,0,0.167,0.163,67306,41023
2014,0.123,0.123,8370,0,0.144,0.171,64157,41023
2015,0.092,0.092,8203,0,0.13,0.183,63876,41023
2016,0.099,0.099,8374,0,0.105,0.166,66494,41023
2017,0.113,0.113,8267,0,0.08,0.194,69053,41023
2018,0.096,0.096,8370,0,0.062,0.21,68744,41023
2019,0.046,0.046,8762,0,0.055,0.192,69156,41023
2020,0.088,0.088,8739,0,0.069,0.16,73307,41023
2021,0.096,0.096,8552,0,0.08,0.168,74754,41023
2022,0.089,0.089,8460,0,0.087,0.125,75386,41023
2023,0.022,0.022,NA,NA,NA,NA,NA,41023
2011,0.135,0.135,8657,0,NA,NA,68617,41025
2012,0.146,0.146,8261,0,0.162,0.159,65765,41025
2013,0.115,0.115,8110,0,0.149,0.142,62628,41025
2014,0.098,0.098,8354,0,0.15,0.153,61473,41025
2015,0.115,0.115,8187,0,0.118,0.147,64038,41025
2016,0.123,0.123,8357,0,0.089,0.147,68124,41025
2017,0.135,0.135,8251,0,0.078,0.147,71282,41025
2018,0.103,0.103,8354,0,0.068,0.173,72615,41025
2019,0.072,0.072,8745,0,0.059,0.166,70651,41025
2020,0.139,0.139,8722,0,0.058,0.151,71632,41025
2021,0.069,0.069,8536,0,0.063,0.185,67178,41025
2022,0.079,0.08,8444,0,0.079,0.181,66455,41025
2023,0.022,0.022,NA,NA,NA,NA,NA,41025
2011,0.158,0.158,1515,0,NA,NA,90589,41027
2012,0.153,0.153,1489,0,0.193,0.088,90046,41027
2013,0.137,0.137,1444,0,0.173,0.086,88338,41027
2014,0.134,0.134,1418,0,0.174,0.094,91588,41027
2015,0.145,0.145,1467,0,0.163,0.088,96058,41027
2016,0.138,0.138,1568,0,0.131,0.084,96292,41027
2017,0.095,0.095,1540,0,0.118,0.068,96763,41027
2018,0.07,0.07,1379,0,0.086,0.059,103341,41027
2019,0.037,0.037,1536,0,0.084,0.06,106899,41027
2020,0.028,0.028,1563,0,0.091,0.065,110985,41027
2021,0.03,0.03,1512,0,0.092,0.064,116200,41027
2022,0.022,0.022,1531,0,0.092,0.072,116648,41027
2023,0,0,NA,NA,NA,NA,NA,41027
2011,0.177,0.177,2515,0,NA,NA,78229,41029
2012,0.185,0.185,3032,0,0.184,0.133,77812,41029
2013,0.182,0.182,3116,0,0.186,0.137,76439,41029
2014,0.173,0.173,3104,0,0.172,0.142,75828,41029
2015,0.164,0.164,3093,0,0.147,0.14,76156,41029
2016,0.103,0.103,3070,0,0.115,0.139,78730,41029
2017,0.075,0.075,2998,0,0.097,0.136,80509,41029
2018,0.076,0.076,2807,0,0.078,0.133,83530,41029
2019,0.074,0.074,2721,0,0.073,0.127,86825,41029
2020,0.078,0.078,2765,0,0.068,0.121,90652,41029
2021,0.032,0.032,2740,0,0.07,0.124,91143,41029
2022,0.021,0.021,3197,0,0.063,0.129,92702,41029
2023,0.008,0.008,NA,NA,NA,NA,NA,41029
2011,0.155,0.142,8617,0,NA,NA,73907,41031
2012,0.192,0.178,8222,0,0.206,0.151,73415,41031
2013,0.183,0.164,8071,0,0.211,0.149,75204,41031
2014,0.15,0.135,8313,0,0.2,0.151,75176,41031
2015,0.146,0.132,8148,0,0.176,0.16,73406,41031
2016,0.137,0.127,8318,0,0.16,0.157,75093,41031
2017,0.131,0.118,8212,0,0.131,0.158,79519,41031
2018,0.138,0.122,8313,0,0.102,0.176,74966,41031
2019,0.082,0.07,8703,0,0.093,0.174,80115,41031
2020,0.11,0.09,8681,0,0.101,0.16,86733,41031
2021,0.093,0.084,8495,0,0.103,0.171,89173,41031
2022,0.065,0.056,8404,0,0.095,0.189,89299,41031
